image_id,is_back_color_black,is_back_pattern_solid,is_belly_color_white,is_belly_pattern_solid,is_bill_color_black,is_bill_length_shorter_than_head,is_bill_shape_all-purpose,is_breast_color_white,is_breast_pattern_solid,is_crown_color_black,is_eye_color_black,is_forehead_color_black,is_head_pattern_plain,is_leg_color_grey,is_nape_color_black,is_primary_color_black,is_shape_perching-like,is_size_small_(5_-_9_in),is_tail_pattern_solid,is_tail_shape_notched_tail,is_throat_color_white,is_under_tail_color_black,is_underparts_color_white,is_upper_tail_color_black,is_upperparts_color_black,is_wing_color_black,is_wing_pattern_multi-colored,is_wing_shape_rounded-wings,is_back_color_black_certainty,is_back_pattern_solid_certainty,is_belly_color_white_certainty,is_belly_pattern_solid_certainty,is_bill_color_black_certainty,is_bill_length_shorter_than_head_certainty,is_bill_shape_all-purpose_certainty,is_breast_color_white_certainty,is_breast_pattern_solid_certainty,is_crown_color_black_certainty,is_eye_color_black_certainty,is_forehead_color_black_certainty,is_head_pattern_plain_certainty,is_leg_color_grey_certainty,is_nape_color_black_certainty,is_primary_color_black_certainty,is_shape_perching-like_certainty,is_size_small_(5_-_9_in)_certainty,is_tail_pattern_solid_certainty,is_tail_shape_notched_tail_certainty,is_throat_color_white_certainty,is_under_tail_color_black_certainty,is_underparts_color_white_certainty,is_upper_tail_color_black_certainty,is_upperparts_color_black_certainty,is_wing_color_black_certainty,is_wing_pattern_multi-colored_certainty,is_wing_shape_rounded-wings_certainty,is_bill_shape_all-purpose_soft,is_wing_color_black_soft,is_upperparts_color_black_soft,is_underparts_color_white_soft,is_breast_pattern_solid_soft,is_back_color_black_soft,is_tail_shape_notched_tail_soft,is_upper_tail_color_black_soft,is_head_pattern_plain_soft,is_breast_color_white_soft,is_throat_color_white_soft,is_eye_color_black_soft,is_bill_length_shorter_than_head_soft,is_forehead_color_black_soft,is_under_tail_color_black_soft,is_nape_color_black_soft,is_belly_color_white_soft,is_wing_shape_rounded-wings_soft,is_size_small_(5_-_9_in)_soft,is_shape_perching-like_soft,is_back_pattern_solid_soft,is_tail_pattern_solid_soft,is_belly_pattern_solid_soft,is_primary_color_black_soft,is_leg_color_grey_soft,is_bill_color_black_soft,is_crown_color_black_soft,is_wing_pattern_multi-colored_soft,is_Warbler,image_file,train_val_test,is_Warbler_score
1201,1,0,1,0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,1,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.1,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0,022.Chuck_will_Widow/Chuck_Will_Widow_0055_796973.jpg,train,0.026376236
1202,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,4,1,1,3,4,4,1,1,4,4,4,3,1,4,4,4,3,3,4,4,4,1,4,4,4,4,3,1.0,1.0,1.0,0.5,0.5,0.0,0.0,0.0,0.1,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.5,0.1,0.1,0.0,0.0,0.1,0.5,0.0,0.5,0.9,0.0,0.0,0,022.Chuck_will_Widow/Chuck_Will_Widow_0016_796974.jpg,val,0.097956896
1203,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,4,4,3,4,1,4,4,4,1,4,4,4,4,0.0,1.0,1.0,0.0,0.0,1.0,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0,022.Chuck_will_Widow/Chuck_Will_Widow_0001_796975.jpg,train,0.0031757168
1204,1,0,0,0,1,1,1,0,0,1,1,1,0,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1,4,4,1,1,4,4,4,1,1,4,4,4,4,1,4,4,4,4,4,4,4,4,1,4,4,4,4,4,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,0.5,0.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.0,0.0,0.5,1.0,0.5,1.0,1.0,1.0,0,022.Chuck_will_Widow/Chuck_Will_Widow_0040_796976.jpg,train,0.0002595373
1205,1,0,0,0,1,1,1,0,0,1,1,1,0,0,1,1,0,1,0,0,0,1,0,1,1,1,0,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0.9,0.9,0.9,0.1,0.1,0.9,0.1,0.9,0.1,0.1,0.1,0.9,0.9,0.9,0.9,0.9,0.1,0.9,0.9,0.1,0.1,0.1,0.1,0.9,0.1,0.9,0.9,0.1,0,022.Chuck_will_Widow/Chuck_Will_Widow_0003_796977.jpg,train,0.0037874002
1206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,4,3,4,3,1,1,4,2,3,1,1,1,1,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.1,0.5,0.5,0.1,0.5,0.0,0.5,0.5,0.5,0.5,0.1,0.25,0.5,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0,022.Chuck_will_Widow/Chuck_Will_Widow_0027_796978.jpg,test,0.0031558855
1207,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,4,3,3,3,3,3,3,1,3,3,2,2,2,3,3,3,3,2,3,3,3,3,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.25,0.1,0.1,0.1,0.1,0.9,0.1,0.1,0.1,0.1,0.1,0.25,0.25,0.1,0.25,0.1,0.1,0.5,0.1,0.1,0.1,0,022.Chuck_will_Widow/Chuck_Will_Widow_0023_796979.jpg,val,0.00042578997
1208,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,3,3,1,1,3,3,3,1,1,3,3,3,3,1,3,3,3,3,3,3,3,3,1,3,3,3,3,3,0.1,0.9,0.1,0.5,0.5,0.9,0.1,0.1,0.1,0.5,0.1,0.9,0.9,0.1,0.9,0.1,0.5,0.1,0.9,0.1,0.1,0.1,0.5,0.9,0.5,0.1,0.1,0.1,0,022.Chuck_will_Widow/Chuck_Will_Widow_0018_796980.jpg,train,0.0067799003
1209,0,0,0,0,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,4,4,1,3,3,4,4,4,4,4,4,4,4,1,1,4,4,4,4,4,4,3,3,3,4,4,4,4,1.0,1.0,0.0,0.1,0.0,0.0,0.0,0.9,1.0,0.0,0.0,1.0,1.0,1.0,0.1,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.5,0.9,1.0,0.0,0,022.Chuck_will_Widow/Chuck_Will_Widow_0031_796981.jpg,test,0.00010706577
1210,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,3,4,4,1,1,4,1,4,3,1,4,4,2,4,4,3,4,1,1,4,1,4,4,4,0.0,0.0,0.5,0.5,0.5,0.5,0.1,0.0,0.1,0.5,0.0,0.5,1.0,1.0,0.5,1.0,0.5,1.0,0.0,0.25,0.5,0.0,0.5,0.0,0.5,0.1,1.0,0.0,0,022.Chuck_will_Widow/Chuck_Will_Widow_0059_796982.jpg,train,0.006422949
1211,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0,022.Chuck_will_Widow/Chuck_Will_Widow_0042_796983.jpg,test,0.0046624974
1212,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,4,4,4,3,4,4,4,1,4,4,1,2,4,4,2,1,1,4,1,4,1,1,3,2,2,0.1,0.1,0.5,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.5,1.0,0.0,0.5,0.25,0.0,0.25,0.25,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.25,0,022.Chuck_will_Widow/Chuck_Will_Widow_0052_796984.jpg,test,0.00077485037
1213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,4,4,4,4,4,1,1,4,4,4,1,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,1,0.5,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.5,0.0,0.0,0.5,0.5,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0,022.Chuck_will_Widow/Chuck_Will_Widow_0035_796985.jpg,train,0.015581951
1214,1,0,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,3,4,3,3,3,4,3,3,3,4,3,4,3,3,3,4,3,4,3,3,3,3,3,3,3,3,3,3,0.1,0.9,0.9,0.1,0.1,0.9,0.1,0.9,0.1,0.1,0.1,0.9,1.0,1.0,0.9,0.9,0.1,0.1,1.0,0.1,0.0,0.1,0.1,0.0,0.1,0.9,1.0,0.1,0,022.Chuck_will_Widow/Chuck_Will_Widow_0006_796986.jpg,train,0.01909257
1215,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2,4,3,3,4,3,3,3,3,3,4,4,2,4,4,4,4,1,1,4,1,4,1,4,4,3,1,0.1,0.0,0.0,0.0,0.1,0.5,0.5,0.5,0.0,0.1,0.0,0.1,1.0,0.0,0.5,0.0,0.0,0.5,1.0,1.0,0.25,0.5,0.9,0.0,0.25,0.1,0.1,0.1,0,022.Chuck_will_Widow/Chuck_Will_Widow_0014_796987.jpg,test,0.00076873566
1216,1,0,0,0,1,1,0,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,3,2,1,4,3,3,4,4,4,4,2,4,3,1,4,4,4,4,1,1,4,1,4,1,1,4,4,1,0.0,1.0,0.5,1.0,0.0,0.9,0.5,0.5,0.1,1.0,0.0,0.75,0.9,1.0,0.5,1.0,0.5,0.5,1.0,0.0,0.25,0.5,0.0,1.0,0.5,0.9,1.0,0.0,0,022.Chuck_will_Widow/Chuck_Will_Widow_0028_796988.jpg,test,0.00011046572
1217,1,0,0,0,1,1,0,0,0,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0,4,4,1,1,4,4,3,4,3,3,4,3,4,1,3,4,3,3,4,2,3,3,1,1,4,4,3,1,0.1,1.0,1.0,0.5,0.1,1.0,0.25,0.5,1.0,0.0,0.1,1.0,1.0,0.9,0.9,0.9,0.5,0.5,0.9,0.1,0.0,0.0,0.5,1.0,0.5,1.0,0.9,0.1,0,022.Chuck_will_Widow/Chuck_Will_Widow_0038_796989.jpg,test,0.004314176
1218,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,1,1,2,2,2,3,4,3,1,3,2,1,3,3,2,2,3,2,3,3,2,2,4,3,4,3,0.75,0.1,0.0,0.25,0.0,0.1,0.25,0.25,0.25,0.1,0.1,0.5,0.75,0.1,0.1,0.1,0.5,0.1,0.75,0.25,0.1,0.1,0.5,0.1,0.5,0.25,0.1,0.0,0,022.Chuck_will_Widow/Chuck_Will_Widow_0051_796991.jpg,test,0.0022677495
1219,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,022.Chuck_will_Widow/Chuck_Will_Widow_0024_796993.jpg,train,0.0017257631
1220,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,3,1,1,4,4,4,4,3,4,4,4,3,1,4,4,3,3,1,1,4,1,3,1,4,1,1,1,0.0,0.5,1.0,0.1,0.1,0.5,0.5,0.5,0.1,0.0,0.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,0.1,0.1,0.1,0.5,0.5,1.0,0.5,0.0,1.0,0.5,0,022.Chuck_will_Widow/Chuck_Will_Widow_0030_796994.jpg,test,0.03161322
1221,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,1,3,3,1,3,3,3,4,3,3,3,3,3,3,3,3,3,3,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.9,0.1,0.1,0.1,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.5,0.1,0.1,0.1,0,022.Chuck_will_Widow/Chuck_Will_Widow_0048_796995.jpg,train,0.0044228146
1222,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,1,3,4,3,1,1,4,4,3,3,1,4,3,2,3,1,1,3,1,1,1,3,3,4,3,0.9,0.1,0.1,0.5,0.5,0.0,0.5,0.5,0.1,0.5,0.1,1.0,0.0,0.1,0.5,0.0,0.5,0.1,0.1,0.25,0.0,0.5,0.5,0.1,0.5,0.1,0.0,0.0,0,022.Chuck_will_Widow/Chuck_Will_Widow_0056_796996.jpg,train,0.00035537832
1223,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0,022.Chuck_will_Widow/Chuck_Will_Widow_0041_796997.jpg,test,0.036913984
1224,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,3,4,4,3,4,3,3,3,4,4,4,4,3,4,3,3,3,3,3,4,3,4,3,3,3,3,3,0.9,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.0,0.1,0.0,0.0,1.0,0.0,0.1,0.0,0.0,0.9,0.9,0.1,0.1,0.1,0.0,0.1,0.9,0.1,0.0,0.1,0,022.Chuck_will_Widow/Chuck_Will_Widow_0005_796998.jpg,train,0.048214458
1225,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,4,3,3,3,3,4,2,3,3,3,3,3,3,1,3,3,2,3,4,4,3,4,3,3,3,3,3,3,0.25,0.1,0.1,0.1,0.1,0.0,1.0,0.9,0.1,0.1,0.1,0.9,1.0,0.9,0.0,0.1,0.1,0.9,0.9,0.25,0.1,0.0,0.1,0.1,0.5,0.1,0.1,0.1,0,022.Chuck_will_Widow/Chuck_Will_Widow_0058_796999.jpg,test,0.00060273544
1226,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,4,1,1,2,2,2,1,1,4,4,4,4,1,1,4,2,2,4,4,4,4,1,4,4,4,4,4,0.75,0.0,0.0,0.5,0.5,0.0,1.0,0.0,0.0,0.5,0.0,1.0,0.75,0.0,0.0,0.5,0.5,1.0,0.25,0.25,0.0,0.0,0.5,0.0,0.5,0.25,0.0,0.0,0,022.Chuck_will_Widow/Chuck_Will_Widow_0039_797000.jpg,test,0.00027997812
1227,1,0,0,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,0,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0.9,0.9,0.9,0.1,0.1,0.9,0.9,0.9,0.9,0.1,0.1,0.9,0.9,0.9,0.9,0.9,0.1,0.9,0.9,0.9,0.1,0.1,0.1,0.9,0.1,0.9,0.9,0.1,0,022.Chuck_will_Widow/Chuck_Will_Widow_0043_797001.jpg,train,0.0014952024
1228,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,1,1,4,1,4,1,4,1,1,1,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,0.0,0.5,0.0,0.0,0.5,1.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0,022.Chuck_will_Widow/Chuck_Will_Widow_0049_22747.jpg,train,0.084480256
1229,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,3,3,3,4,4,4,3,4,4,4,4,3,4,3,4,4,4,3,1,1,3,1,4,1,3,4,4,3,0.1,1.0,0.1,1.0,0.0,0.9,0.5,0.5,0.0,1.0,0.9,1.0,1.0,0.1,0.5,0.0,0.9,0.1,0.1,0.0,0.1,0.5,0.0,0.0,0.1,0.0,0.0,1.0,0,022.Chuck_will_Widow/Chuck_Will_Widow_0050_22750.jpg,train,0.09272367
1230,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,1,1,4,4,4,1,1,4,4,4,4,1,4,4,4,4,4,3,1,4,1,4,4,4,4,4,0.0,0.0,0.0,0.5,0.5,0.0,0.1,0.0,0.0,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0,022.Chuck_will_Widow/Chuck_Will_Widow_0029_22751.jpg,test,0.0050487784
1231,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,1,1,4,4,4,1,1,0.0,0.0,0.0,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.5,0.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,0.0,0.5,0,022.Chuck_will_Widow/Chuck_Will_Widow_0054_22782.jpg,train,0.009832577
1232,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,1,3,3,3,3,3,3,3,3,3,1,3,3,3,3,1,1,3,1,1,1,3,1,1,1,0.1,0.5,0.1,0.5,0.9,0.1,0.5,0.5,0.9,0.1,0.1,0.9,0.1,0.1,0.5,0.1,0.5,0.5,0.1,0.1,0.9,0.5,0.5,0.1,0.5,0.1,0.1,0.5,0,023.Brandt_Cormorant/Brandt_Cormorant_0029_23043.jpg,val,0.005832679
1233,1,1,0,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,4,4,4,4,4,4,3,4,4,4,3,4,3,1,4,4,3,3,1,1,4,1,4,1,4,4,4,1,0.1,1.0,1.0,0.0,1.0,1.0,0.5,0.5,0.9,0.0,0.0,0.9,1.0,1.0,0.5,1.0,0.0,0.5,0.1,0.1,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.0,0,023.Brandt_Cormorant/Brandt_Cormorant_0014_23050.jpg,train,6.0883835e-05
1234,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4,3,4,1,1,4,3,4,4,1,4,2,2,2,1,1,4,1,1,1,1,1,1,1,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.0,0.1,0.1,0.0,0.5,0.0,0.5,0.5,0.25,0.25,0.5,0.5,0.5,0.25,0.5,0.0,0.0,0.5,0,023.Brandt_Cormorant/Brandt_Cormorant_0019_23058.jpg,test,0.0014365633
1235,1,1,0,1,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,4,4,4,4,4,4,4,4,4,4,1,4,4,1,4,4,4,4,1,1,4,1,4,1,4,4,4,1,0.0,1.0,1.0,0.0,1.0,1.0,0.5,0.5,0.0,0.0,0.0,0.5,0.0,1.0,0.5,1.0,0.0,0.5,0.0,0.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.0,0,023.Brandt_Cormorant/Brandt_Cormorant_0092_23061.jpg,test,0.0049601905
1236,1,1,0,1,1,0,0,0,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,4,4,3,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,2,4,1,3,4,4,4,4,2,0.0,1.0,1.0,0.1,0.9,1.0,0.25,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.5,1.0,0.1,0.25,0.0,0.0,1.0,1.0,0.9,1.0,0.0,1.0,1.0,0.0,0,023.Brandt_Cormorant/Brandt_Cormorant_0072_23069.jpg,val,4.535014e-05
1237,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,1,4,4,4,1,1,4,4,4,4,1,1,4,3,4,1,1,4,1,1,1,4,1,1,1,0.0,0.5,0.0,0.5,0.5,0.0,0.5,0.5,1.0,0.5,0.0,1.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.1,1.0,0.5,0.5,0.0,0.5,0.0,0.0,0.5,0,023.Brandt_Cormorant/Brandt_Cormorant_0002_23072.jpg,test,0.0018048346
1238,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,4,4,4,4,4,2,4,4,4,2,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,1,0.25,1.0,1.0,0.0,0.0,0.5,0.5,0.0,1.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0,023.Brandt_Cormorant/Brandt_Cormorant_0025_22820.jpg,train,0.0024978386
1239,1,1,0,0,1,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,1,0,1,1,1,0,0,4,4,1,1,4,4,4,1,1,4,4,4,3,1,4,4,3,3,4,3,4,4,1,4,4,4,4,1,0.0,1.0,1.0,0.5,0.5,1.0,0.1,1.0,0.1,0.5,0.0,1.0,0.0,1.0,1.0,1.0,0.5,0.5,0.1,0.1,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.0,0,023.Brandt_Cormorant/Brandt_Cormorant_0016_23077.jpg,train,0.0116236
1240,1,1,0,1,1,0,0,0,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,1,1,1,0,0,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,3,3,4,1,4,4,4,4,4,4,4,2,0.1,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.25,0.1,0.1,1.0,1.0,1.0,1.0,0.0,0.9,1.0,0.0,0,023.Brandt_Cormorant/Brandt_Cormorant_0018_23090.jpg,test,0.036354225
1241,1,1,0,1,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,4,4,1,4,3,3,4,4,4,4,3,4,4,1,4,4,3,3,1,1,4,1,4,1,4,4,1,1,0.0,1.0,1.0,0.0,1.0,1.0,0.5,0.5,1.0,0.0,0.0,0.1,0.1,1.0,0.5,1.0,0.5,0.5,0.1,0.1,1.0,0.5,1.0,1.0,0.5,0.1,1.0,0.5,0,023.Brandt_Cormorant/Brandt_Cormorant_0067_23352.jpg,train,0.0013497543
1242,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,4,1,1,4,4,4,4,3,4,1,4,4,1,4,4,3,4,4,4,1,4,1,4,4,3,3,4,0.0,0.1,0.0,0.5,0.9,0.0,0.0,0.0,1.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.1,1.0,1.0,0.5,0.0,0.5,1.0,0.0,0.1,0,023.Brandt_Cormorant/Brandt_Cormorant_0021_23097.jpg,train,0.00039166264
1243,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4,4,3,3,4,4,4,3,1,4,3,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.0,0.5,1.0,0.9,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0,023.Brandt_Cormorant/Brandt_Cormorant_0052_23356.jpg,test,0.0023096455
1244,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,3,1,1,1,4,4,4,1,1,4,3,4,4,1,4,4,4,4,3,1,1,1,1,3,3,4,4,4,0.0,1.0,0.9,0.5,0.5,0.9,0.5,0.9,1.0,0.5,0.5,0.9,0.0,1.0,0.5,1.0,0.5,0.0,0.0,0.0,0.5,0.9,0.5,1.0,0.5,0.0,1.0,0.0,0,023.Brandt_Cormorant/Brandt_Cormorant_0064_22849.jpg,test,0.006084405
1245,1,0,0,1,1,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,3,3,2,2,4,4,3,3,3,4,4,4,4,1,4,3,3,3,1,1,4,1,2,1,2,2,3,1,0.1,0.75,0.75,0.25,0.1,0.9,0.5,0.5,1.0,0.1,0.0,1.0,0.0,1.0,0.5,1.0,0.25,0.5,0.1,0.1,0.1,0.5,0.75,0.9,0.5,1.0,1.0,0.1,0,023.Brandt_Cormorant/Brandt_Cormorant_0038_23110.jpg,val,0.0007169354
1246,0,1,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,1,1,4,1,4,1,4,4,4,1,0.0,0.0,0.0,1.0,1.0,0.0,0.5,0.5,1.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,1.0,0.5,0.1,0.0,1.0,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0,023.Brandt_Cormorant/Brandt_Cormorant_0074_22881.jpg,val,0.012342946
1247,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,3,2,3,2,3,3,3,1,3,2,1,3,3,2,3,1,1,3,1,2,3,3,3,2,1,0.25,0.1,0.1,0.25,0.9,0.25,0.5,0.1,0.75,0.1,0.1,0.5,0.1,0.1,0.5,0.1,0.1,0.5,0.1,0.25,0.9,0.5,0.9,0.9,0.5,0.25,0.1,0.25,0,023.Brandt_Cormorant/Brandt_Cormorant_0065_23118.jpg,test,0.00013390013
